A	B	C	D	term
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04730	IRAK1; interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K03175	TRAF6; TNF receptor-associated factor 6 [EC:2.3.2.27]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K03173	TRAF2; TNF receptor-associated factor 2 [EC:2.3.2.27]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04403	MAP3K7IP1, TAB1; TAK1-binding protein 1
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04404	MAP3K7IP2, TAB2; TAK1-binding protein 2
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04427	MAP3K7, TAK1; mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K07210	IKBKG, IKKG, NEMO; inhibitor of nuclear factor kappa-B kinase subunit gamma
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04467	IKBKA, IKKA, CHUK; inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K07209	IKBKB, IKKB; inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04734	NFKBIA; NF-kappa-B inhibitor alpha
Human Diseases	Infectious disease: bacterial	Yersinia infection	K02580	NFKB1; nuclear factor NF-kappa-B p105 subunit
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04735	RELA; transcription factor p65
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2 [EC:2.7.12.2]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04371	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04432	MAP2K3, MKK3; mitogen-activated protein kinase kinase 3 [EC:2.7.12.2]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04433	MAP2K6, MKK6; mitogen-activated protein kinase kinase 6 [EC:2.7.12.2]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04441	P38; p38 MAP kinase [EC:2.7.11.24]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04430	MAP2K4, MKK4; mitogen-activated protein kinase kinase 4 [EC:2.7.12.2]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04431	MAP2K7, MKK7; mitogen-activated protein kinase kinase 7 [EC:2.7.12.2]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04440	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04379	FOS; proto-oncogene protein c-fos
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04448	JUN; transcription factor AP-1
Human Diseases	Infectious disease: bacterial	Yersinia infection	K05842	TRIF; toll-like receptor adapter molecule 1
Human Diseases	Infectious disease: bacterial	Yersinia infection	K05410	TBK1; TANK-binding kinase 1 [EC:2.7.11.10]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K05411	IRF3; interferon regulatory factor 3
Human Diseases	Infectious disease: bacterial	Yersinia infection	K03156	TNF, TNFA; tumor necrosis factor superfamily, member 2
Human Diseases	Infectious disease: bacterial	Yersinia infection	K05405	IL6; interleukin 6
Human Diseases	Infectious disease: bacterial	Yersinia infection	K10030	IL8, CXCL8; interleukin 8
Human Diseases	Infectious disease: bacterial	Yersinia infection	K05415	IFNB; interferon beta
Human Diseases	Infectious disease: bacterial	Yersinia infection	K08598	yopJ; YopJ protease family
Human Diseases	Infectious disease: bacterial	Yersinia infection	K00922	PIK3CA_B_D; phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha/beta/delta [EC:2.7.1.153]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K02649	PIK3R1_2_3; phosphoinositide-3-kinase regulatory subunit alpha/beta/delta
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04456	AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K03083	GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K14624	CCL2, MCP1; C-C motif chemokine 2
Human Diseases	Infectious disease: bacterial	Yersinia infection	K06454	CD4; T-cell surface glycoprotein CD4
Human Diseases	Infectious disease: bacterial	Yersinia infection	K06458	CD8A; T-cell surface glycoprotein CD8 alpha chain
Human Diseases	Infectious disease: bacterial	Yersinia infection	K06459	CD8B; T-cell surface glycoprotein CD8 beta chain
Human Diseases	Infectious disease: bacterial	Yersinia infection	K05856	LCK; lymphocyte cell-specific protein tyrosine kinase [EC:2.7.10.2]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K10784	TRAV; T cell receptor alpha chain V region
Human Diseases	Infectious disease: bacterial	Yersinia infection	K10785	TRBV; T-cell receptor beta chain V region
Human Diseases	Infectious disease: bacterial	Yersinia infection	K07360	ZAP70; tyrosine-protein kinase ZAP-70 [EC:2.7.10.2]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K07362	LAT; linker for activation of T cells family member 1
Human Diseases	Infectious disease: bacterial	Yersinia infection	K07361	LCP2; lymphocyte cytosolic protein 2
Human Diseases	Infectious disease: bacterial	Yersinia infection	K05730	VAV; guanine nucleotide exchange factor VAV
Human Diseases	Infectious disease: bacterial	Yersinia infection	K01116	PLCG1; phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11]
Human Diseases	Infectious disease: bacterial	Yersinia infection	K04446	NFATC1, NFAT2, NFATC; nuclear factor of activated T-cells, cytoplasmic 1
Human Diseases	Infectious disease: bacterial	Yersinia infection	K17332	NFATC2, NFAT1, NFATP; nuclear factor of activated T-cells, cytoplasmic 2
Human Diseases	Infectious disease: bacterial	Yersinia infection	K17333	NFATC3, NFAT4; nuclear factor of activated T-cells, cytoplasmic 3
Human Diseases	Infectious disease: bacterial	Yersinia infection	K05429	IL2; interleukin 2
Human Diseases	Infectious disease: bacterial	Yersinia infection	K05443	IL10, CSIF; interleukin 10
Human Diseases	Infectious disease: bacterial	Pertussis	K12681	prn; pertactin
Human Diseases	Infectious disease: bacterial	Pertussis	K07345	fimA; major type 1 subunit fimbrin (pilin)
Human Diseases	Infectious disease: bacterial	Pertussis	K07347	fimD, fimC, mrkC, htrE, cssD; outer membrane usher protein
Human Diseases	Infectious disease: bacterial	Pertussis	K06484	ITGA5, CD49e; integrin alpha 5
Human Diseases	Infectious disease: bacterial	Pertussis	K05719	ITGB1, CD29; integrin beta 1
Human Diseases	Infectious disease: bacterial	Pertussis	K07326	fhaC; hemolysin activation/secretion protein
Human Diseases	Infectious disease: bacterial	Pertussis	K12688	sphB1, nalP, ausP; autotransporter serine protease [EC:3.4.21.-]
Human Diseases	Infectious disease: bacterial	Pertussis	K15125	fhaB; filamentous hemagglutinin
Human Diseases	Infectious disease: bacterial	Pertussis	K06461	ITGAM, CD11b; integrin alpha M
Human Diseases	Infectious disease: bacterial	Pertussis	K06464	ITGB2, CD18; integrin beta 2
Human Diseases	Infectious disease: bacterial	Pertussis	K11004	hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB
Human Diseases	Infectious disease: bacterial	Pertussis	K11003	hlyD, cyaD; membrane fusion protein, hemolysin D
Human Diseases	Infectious disease: bacterial	Pertussis	K12340	tolC, bepC, cyaE, raxC, sapF, rsaF, hasF; outer membrane protein
Human Diseases	Infectious disease: bacterial	Pertussis	K07389	cyaC, hlyC, rtxC; cytolysin-activating lysine-acyltransferase [EC:2.3.1.-]
Human Diseases	Infectious disease: bacterial	Pertussis	K22944	cyaA; bifunctional hemolysin/adenylate cyclase [EC:4.6.1.1]
Human Diseases	Infectious disease: bacterial	Pertussis	K02183	CALM; calmodulin
Human Diseases	Infectious disease: bacterial	Pertussis	K04513	RHOA; Ras homolog gene family, member A
Human Diseases	Infectious disease: bacterial	Pertussis	K05765	CFL; cofilin
Human Diseases	Infectious disease: bacterial	Pertussis	K02187	CASP3; caspase 3 [EC:3.4.22.56]
Human Diseases	Infectious disease: bacterial	Pertussis	K04397	CASP7; caspase 7 [EC:3.4.22.60]
Human Diseases	Infectious disease: bacterial	Pertussis	K01370	CASP1; caspase 1 [EC:3.4.22.36]
Human Diseases	Infectious disease: bacterial	Pertussis	K12799	PYCARD, ASC; apoptosis-associated speck-like protein containing a CARD
Human Diseases	Infectious disease: bacterial	Pertussis	K12800	NLRP3, PYPAF1; NACHT, LRR and PYD domains-containing protein 3
Human Diseases	Infectious disease: bacterial	Pertussis	K04519	IL1B; interleukin 1 beta
Human Diseases	Infectious disease: bacterial	Pertussis	K12683	brkA; serum resistance protein
Human Diseases	Infectious disease: bacterial	Pertussis	K03986	C1QA; complement C1q subcomponent subunit A
Human Diseases	Infectious disease: bacterial	Pertussis	K03987	C1QB; complement C1q subcomponent subunit B
Human Diseases	Infectious disease: bacterial	Pertussis	K03988	C1QG; complement C1q subcomponent subunit C
Human Diseases	Infectious disease: bacterial	Pertussis	K01330	C1R; complement component 1, r subcomponent [EC:3.4.21.41]
Human Diseases	Infectious disease: bacterial	Pertussis	K01331	C1S; complement component 1, s subcomponent [EC:3.4.21.42]
Human Diseases	Infectious disease: bacterial	Pertussis	K01332	C2; complement component 2 [EC:3.4.21.43]
Human Diseases	Infectious disease: bacterial	Pertussis	K03989	C4; complement component 4
Human Diseases	Infectious disease: bacterial	Pertussis	K03990	C3; complement component 3
Human Diseases	Infectious disease: bacterial	Pertussis	K03994	C5; complement component 5
Human Diseases	Infectious disease: bacterial	Pertussis	K04001	SERPING1, C1INH; C1 inhibitor
Human Diseases	Infectious disease: bacterial	Pertussis	K04002	C4BPA; complement component 4 binding protein alpha
Human Diseases	Infectious disease: bacterial	Pertussis	K04003	C4BPB; complement component 4 binding protein beta
Human Diseases	Infectious disease: bacterial	Pertussis	K12973	pagP, crcA; lipid IVA palmitoyltransferase [EC:2.3.1.251]
Human Diseases	Infectious disease: bacterial	Pertussis	K05400	LY96, MD-2; lymphocyte antigen 96
Human Diseases	Infectious disease: bacterial	Pertussis	K10160	TLR4, CD284; toll-like receptor 4
Human Diseases	Infectious disease: bacterial	Pertussis	K04391	CD14; monocyte differentiation antigen CD14
Human Diseases	Infectious disease: bacterial	Pertussis	K05403	TIRAP; toll-interleukin 1 receptor (TIR) domain-containing adaptor protein
Human Diseases	Infectious disease: bacterial	Pertussis	K04729	MYD88; myeloid differentiation primary response protein MyD88
Human Diseases	Infectious disease: bacterial	Pertussis	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
Human Diseases	Infectious disease: bacterial	Pertussis	K04730	IRAK1; interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
Human Diseases	Infectious disease: bacterial	Pertussis	K03175	TRAF6; TNF receptor-associated factor 6 [EC:2.3.2.27]
Human Diseases	Infectious disease: bacterial	Pertussis	K02580	NFKB1; nuclear factor NF-kappa-B p105 subunit
Human Diseases	Infectious disease: bacterial	Pertussis	K04735	RELA; transcription factor p65
Human Diseases	Infectious disease: bacterial	Pertussis	K05409	TIRP, TRAM; TRIF-related adaptor molecule
Human Diseases	Infectious disease: bacterial	Pertussis	K05842	TRIF; toll-like receptor adapter molecule 1
Human Diseases	Infectious disease: bacterial	Pertussis	K05411	IRF3; interferon regulatory factor 3
Human Diseases	Infectious disease: bacterial	Pertussis	K04441	P38; p38 MAP kinase [EC:2.7.11.24]
Human Diseases	Infectious disease: bacterial	Pertussis	K04440	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]
Human Diseases	Infectious disease: bacterial	Pertussis	K04371	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]
Human Diseases	Infectious disease: bacterial	Pertussis	K04379	FOS; proto-oncogene protein c-fos
Human Diseases	Infectious disease: bacterial	Pertussis	K04448	JUN; transcription factor AP-1
Human Diseases	Infectious disease: bacterial	Pertussis	K05405	IL6; interleukin 6
Human Diseases	Infectious disease: bacterial	Pertussis	K05406	IL12A; interleukin 12A
Human Diseases	Infectious disease: bacterial	Pertussis	K05425	IL12B; interleukin 12B
Human Diseases	Infectious disease: bacterial	Pertussis	K05426	IL23A; interleukin 23 subunit alpha
Human Diseases	Infectious disease: bacterial	Pertussis	K03156	TNF, TNFA; tumor necrosis factor superfamily, member 2
Human Diseases	Infectious disease: bacterial	Pertussis	K05443	IL10, CSIF; interleukin 10
Human Diseases	Infectious disease: bacterial	Pertussis	K09444	IRF1; interferon regulatory factor 1
Human Diseases	Infectious disease: bacterial	Pertussis	K10155	IRF8; interferon regulatory factor 8
Human Diseases	Infectious disease: bacterial	Pertussis	K10067	SFTPA; pulmonary surfactant-associated protein A
Human Diseases	Infectious disease: bacterial	Pertussis	K11023	ptxA, artA, pltA; pertussis toxin subunit 1 [EC:2.4.2.-]
Human Diseases	Infectious disease: bacterial	Pertussis	K11024	ptxB; pertussis toxin subunit 2
Human Diseases	Infectious disease: bacterial	Pertussis	K11025	ptxC; pertussis toxin subunit 3
Human Diseases	Infectious disease: bacterial	Pertussis	K11026	ptxD; pertussis toxin subunit 4
Human Diseases	Infectious disease: bacterial	Pertussis	K11027	ptxE; pertussis toxin subunit 5
Human Diseases	Infectious disease: bacterial	Pertussis	K04630	GNAI; guanine nucleotide-binding protein G(i) subunit alpha
Human Diseases	Infectious disease: bacterial	Pertussis	K10030	IL8, CXCL8; interleukin 8
Human Diseases	Infectious disease: bacterial	Pertussis	K05506	CXCL5_6, SCYB5_6; C-X-C motif chemokine 5/6
Human Diseases	Infectious disease: bacterial	Pertussis	K08727	NOD1, CARD4; nucleotide-binding oligomerization domain-containing protein 1
Human Diseases	Infectious disease: bacterial	Pertussis	K04383	IL1A; interleukin 1 alpha
Human Diseases	Infectious disease: bacterial	Pertussis	K13241	NOS2; nitric-oxide synthase, inducible [EC:1.14.13.39]
Human Diseases	Infectious disease: bacterial	Pertussis	K15126	bteA; type III secretion system cytotoxic effector protein
Human Diseases	Infectious disease: bacterial	Pertussis	K07679	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]
Human Diseases	Infectious disease: bacterial	Pertussis	K07690	evgA, bvgA; two-component system, NarL family, response regulator EvgA
Human Diseases	Infectious disease: bacterial	Legionellosis	K15473	sdeA, laiA; effector protein SdeA
Human Diseases	Infectious disease: bacterial	Legionellosis	K11022	rtxA1, rtxA; structural toxin protein (hemagglutinin/hemolysin) RtxA
Human Diseases	Infectious disease: bacterial	Legionellosis	K15474	enhC; enhanced entry protein EnhC
Human Diseases	Infectious disease: bacterial	Legionellosis	K15475	lpnE; enhanced entry protein LpnE
Human Diseases	Infectious disease: bacterial	Legionellosis	K03197	virB2, lvhB2; type IV secretion system protein VirB2
Human Diseases	Infectious disease: bacterial	Legionellosis	K04077	groEL, HSPD1, HSP60, CPN60; chaperonin GroEL [EC:5.6.1.7]
Human Diseases	Infectious disease: bacterial	Legionellosis	K03990	C3; complement component 3
Human Diseases	Infectious disease: bacterial	Legionellosis	K04011	CR1, CD35; complement component (3b/4b) receptor 1
Human Diseases	Infectious disease: bacterial	Legionellosis	K06461	ITGAM, CD11b; integrin alpha M
Human Diseases	Infectious disease: bacterial	Legionellosis	K06464	ITGB2, CD18; integrin beta 2
Human Diseases	Infectious disease: bacterial	Legionellosis	K15476	vipA; VPS inhibitor protein A
Human Diseases	Infectious disease: bacterial	Legionellosis	K15477	vipD; VPS inhibitor protein D
Human Diseases	Infectious disease: bacterial	Legionellosis	K15478	vipE; VPS inhibitor protein E
Human Diseases	Infectious disease: bacterial	Legionellosis	K15479	ralF; guanine nucleotide exchange protein RalF
Human Diseases	Infectious disease: bacterial	Legionellosis	K07937	ARF1_2; ADP-ribosylation factor 1/2
Human Diseases	Infectious disease: bacterial	Legionellosis	K15480	drrA, sidM; effector protein DrrA/SidM [EC:2.7.7.108]
Human Diseases	Infectious disease: bacterial	Legionellosis	K07874	RAB1A; Ras-related protein Rab-1A
Human Diseases	Infectious disease: bacterial	Legionellosis	K07875	RAB1B; Ras-related protein Rab-1B
Human Diseases	Infectious disease: bacterial	Legionellosis	K15481	lidA; effector protein LidA
Human Diseases	Infectious disease: bacterial	Legionellosis	K15482	sidC; effector protein SidC
Human Diseases	Infectious disease: bacterial	Legionellosis	K15483	sdcA; effector protein SdcA
Human Diseases	Infectious disease: bacterial	Legionellosis	K08517	SEC22; vesicle transport protein SEC22
Human Diseases	Infectious disease: bacterial	Legionellosis	K07953	SAR1; GTP-binding protein SAR1 [EC:3.6.5.-]
Human Diseases	Infectious disease: bacterial	Legionellosis	K13525	VCP, CDC48; transitional endoplasmic reticulum ATPase
